siteid,heat_elec,heat_elec_type,heat_elec_control,heat_elec_dist,heat_gas,heat_gas_type,heat_gas_control,heat_gas_dist,backup_elec,backup_gas,backup_other,num_bath,num_bedroom,MoveIn,year_built,homebusiness,homerent,primaryres,income_support,workingoutside,num_occupant,has_kid,has_senior,dish_load,washer_load,ac_use,heat_sp,heat_sp_night,avg_height,ua_ceiling,has_dryer,num_computer,cook_elec,cook_gas,has_washer,dryer_elec,dryer_gas,num_audio,num_charger,num_game,num_tv,y_kwh,y_kbtu,light_ex_watt,ua_floor,light_in_watt,bldg_type,level_floor,num_room,tot_sqft,tot_vol,fraction_window,hdd65,cdd65,population_city,pv,year_ref,vol_ref,flow_shower,ua_total,ua_wall,hw_elec,hw_gas,hw_btuhr,hw_kw,hw_solar,hw_conditioned,hw_year,hw_size,hw_type,ua_window
10040,1,baseboard,thermostat,zonal,0,none,none,none,0,0,0,2,3,1994,1924,0,0,1,0,1,7,1,0,10,10,0,NA,NA,9,NA,1,1,1,0,1,1,0,2,4,1,2,19610.931640625,NA,225,127.600006103516,3302,Single,1.5,12,1939,14085,0.100000001490116,4320,264,214991.5,0,1995.5,16.5,2,NA,NA,1,0,0,5.5,0,1,1999,50,tank,83.05000180006027
10388,1,baseboard,thermostat,zonal,0,none,none,none,1,0,0,1,1,2009,1912,0,0,1,0,2,2,0,0,1,2,0,67,65,7.5,67.3600006103516,1,1,1,0,1,1,0,2,0,3,2,12871.2412109375,NA,13,52.6348724365234,477,Single,1.5,10,943,7072.5,0.230000004172325,5288,123,108387.3359375,0,2010,14,2.5,300.374877929688,106.129997253418,1,0,0,4.5,0,1,1999,40,tank,74.24999803304671
10887,1,hp,programmable,ducted,0,none,none,none,1,0,0,2,4,1975,1900,0,0,1,0,2,3,0,1,2,3,0,72,72,8.5,52.9000015258789,1,2,1,0,1,1,0,5,2,0,3,48829.87890625,NA,180,114.129776000977,3001,Single,1.5,15,2514,21369,0.189999997615814,5288,123,108387.3359375,0,2006,22,2,984.2197265625,462.639984130859,1,0,0,4.5,0,1,2003,50,tank,354.54999500513077
11418,1,hp,programmable,ducted,0,none,none,none,0,0,0,2,3,2008,2008,0,0,1,0,1,3,1,0,4,7,1,68,64,8,33.1500015258789,1,15,1,0,1,1,0,1,5,1,2,10570.373046875,NA,60,40.0950317382813,1000,Single,1,9,1326,10608,0.189999997615814,4673,287,513022.625,0,2005,16,4,255.6650390625,87.9199981689453,1,0,0,4.5,0,0,2008,50,tank,94.4999974966049
11775,1,hp,thermostat,ducted,0,none,none,none,1,0,0,3,2,2003,1977,0,0,1,0,0,2,0,1,7,4,1,71,50,8,144.979995727539,1,1,1,0,1,1,0,2,1,0,2,18939.662109375,NA,165,87.8666687011719,2408,Single,1,11,1318,10544,0.150000005960464,5372,106,679039.5,0,1996.6666666666667,19,4.5,537.056640625,210.859985351563,1,0,0,4.5,0,0,2003,50,tank,93.34999984502792
12063,1,faf,programmable,ducted,0,none,none,none,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,0,NA,NA,1,5,0,1,NA,NA,NA,NA,1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,0,0,0,0,NA,5,tank,35.75000077486038
12507,1,hp,thermostat,zonal,0,none,none,none,1,0,0,1,1,2000,1949,0,0,1,0,2,3,1,0,2,4,1,68,68,8,97.3400039672852,1,1,1,0,1,1,0,4,5,0,3,18495.541015625,NA,100,110.962509155273,1957,Single,1,8,1142,9136,0.25,4705,188,214991.5,0,2008.5,15,NA,472.472503662109,149.720001220703,1,0,0,4.5,0,0,1999,50,tank,103.04999727010726
12975,1,hp,programmable,ducted,0,none,none,none,1,0,0,2,3,1992,1977,1,0,1,0,2,2,0,0,2,3,1,69,55,8,112.860000610352,1,2,1,0,1,1,0,3,7,1,6,16745.37109375,NA,206,159.509643554688,3248,Single,1,10,1188,9504,0.150000005960464,4533,313,513022.625,0,1989.3333333333333,14.333333333333334,3.5,511.279632568359,172.309997558594,1,0,0,4.5,0,0,2008,40,tank,66.5999982357025
12994,0,none,none,none,1,faf,thermostat,ducted,1,0,0,4,4,1975,1906,0,0,1,0,0,2,0,1,5,6,0,65,65,9,293.279998779297,1,1,1,0,1,1,0,0,1,0,2,11668.193359375,67142.01196714476,1150,87.4800033569336,5886,Single,2,21,4320,38880,0.159999996423721,4415,374,513022.625,0,2002,17.5,4,2174.46997070313,1299.4599609375,0,1,40000,0,0,1,1999,50,tank,494.25
13019,0,none,none,none,1,faf,thermostat,ducted,1,1,0,3,3,1992,1966,0,0,1,0,4,4,0,1,4,7,0,68,55,8.5,100.305000305176,1,1,1,0,1,1,0,1,6,0,2,10750.9599609375,83837.45927791136,284,182.658615112305,3429,Single,1,18,3177,27004.5,0.140000000596046,4415,374,513022.625,0,1984,21.666666666666668,6,781.043640136719,391.900024414063,0,1,40000,0,0,1,2008,50,tank,106.18000033497806
13222,1,duelfuelhp,programmable,ducted,0,none,none,none,0,1,0,2,3,1988,1963,1,0,1,0,2,2,0,0,2,5,1,64,60,8,161.400009155273,1,2,1,0,1,1,0,7,4,0,3,11293.2294921875,53574.47291345215,438,74.5200042724609,2333,Single,1.5,15,2152,17216,0.129999995231628,5208,79,210390.140625,0,2006,15.333333333333334,2.75,963.880004882813,592.659973144531,0,1,40000,0,0,1,2005,50,tank,135.30000293254855
13248,1,hp,NA,ducted,0,none,none,none,1,0,0,2,3,2006,1995,0,0,1,0,2,6,1,0,3,5,1,67,62,8.5,89.4399948120117,1,2,1,0,1,1,0,5,6,0,3,15008.275390625,NA,116,35.1105117797852,2345,Single,1,11,1112,9452,0.170000001788139,5288,123,108387.3359375,0,2004.5,23,5,287.670501708984,83.6199951171875,1,0,0,4.5,0,0,1990,50,tank,74.69999802112578
13261,0,none,none,none,1,faf,programmable,ducted,0,0,0,2,5,2006,1947,1,0,1,0,2,4,1,0,7,7,1,66,62,8,279.679992675781,1,1,0,1,1,1,0,1,5,1,4,10517.3408203125,54342.72187524414,26,84.2400054931641,1732,Single,1.5,15,2944,23552,0.119999997317791,4415,374,513022.625,0,2005.3333333333333,20,3,855.760009765625,310.040008544922,0,1,40000,0,0,1,2005,50,tank,181.80000722408298
13336,0,none,none,none,1,faf,programmable,ducted,0,0,0,3,3,1993,1993,0,0,1,0,2,2,0,0,0,3,0,70,NA,8,46.5,1,2,1,0,1,1,0,0,4,2,3,5075.52587890625,55111.947166137696,56,154.575500488281,2196,Single,1.5,13,1535,12280,0.170000001788139,4744,283,513022.625,0,1992,19,8,465.935485839844,118.159996032715,0,1,34000,0,0,0,1993,40,tank,115.50000250339508
13400,0,none,none,none,1,faf,programmable,ducted,0,0,0,3,5,1981,1974,0,0,1,0,2,3,0,1,3,7,1,64,60,8,44,1,4,1,0,1,1,0,0,6,0,6,9760.81640625,72290.89095416873,39,66.5226821899414,4724,Single,1,16,2200,17600,0.170000001788139,4214,433,513022.625,0,2002.5,17.5,4,396.722686767578,144,0,1,36000,0,0,0,1989,50,tank,142.19999623298642
13445,1,hp,programmable,ducted,0,none,none,none,1,0,0,3,3,2007,2002,0,0,1,0,1,2,0,0,1,2,1,68,65,11.5,101.259994506836,1,2,1,0,1,1,0,4,4,0,1,30329.388671875,NA,387,64.5098266601563,6318,Single,2,24,3440,39560,0.140000000596046,4906,8,679039.5,0,2002,32,3.75,615.349792480469,177.880004882813,1,0,0,4.5,0,0,2002,55,tank,266.89999425411224
13554,0,none,none,none,1,faf,programmable,ducted,1,0,0,3,4,2009,2009,0,0,1,0,1,4,1,0,7,1,0,69,69,8.5,37.9599990844727,1,3,1,1,1,1,0,0,2,0,1,3984.76489257813,81781.06000568847,69,51.3301086425781,1756,Single,2,21,3101,26358.5,0.129999995231628,4320,264,679039.5,0,2009,25,3.75,403.225128173828,148.935012817383,0,1,40000,0,0,1,2008,50,tank,164.99999570846555
13691,0,none,none,none,1,faf,programmable,ducted,0,0,0,3,4,1989,1988,1,0,1,0,0,2,0,0,5,7,1,69,61,8,135,1,2,1,1,1,1,0,1,4,1,6,24698.462890625,126251.0077606814,855,191.233459472656,7188,Single,3,23,5059,40472,0.170000001788139,4214,433,513022.625,0,2009,25,10,1151.87353515625,381.640014648438,0,1,76000,0,0,0,2007,75,tank,418.8000166416169
13880,0,none,none,none,1,faf,programmable,ducted,1,0,0,3,4,2009,2004,0,0,1,0,2,2,0,0,1,2,0,68,60,8.5,52.5500030517578,1,1,0,1,1,1,0,4,2,1,4,6978.185546875,72822.72792607422,95,50.4006500244141,NA,Single,2,23,2848,24208,0.150000005960464,5372,106,679039.5,0,2001,18.333333333333332,3.5,438.390655517578,184.240005493164,0,1,40000,0,0,0,2003,50,tank,151.20000225305537
13895,0,none,none,none,1,htstove,NA,zonal,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0,NA,NA,1,3,0,1,NA,NA,NA,NA,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13903,0,none,none,none,1,faf,thermostat,ducted,1,0,0,4,3,2003,1982,1,0,1,0,0,2,0,0,2,3,1,68,67,8,88.3400039672852,1,3,1,0,1,1,0,1,4,0,1,13030.4609375,81649.2006584656,729,225.031463623047,4070,Single,1.5,15,3734,29872,0.159999996423721,4533,313,513022.625,0,2006.5,17.5,4.5,1186.04150390625,458.720031738281,1,0,0,4.5,0,1,2008,50,tank,413.95001161098486
13948,0,none,none,none,1,faf,programmable,ducted,1,1,0,2,3,1996,1900,0,0,1,0,2,2,0,1,3,3,0,70,67,9.5,53.2699966430664,1,3,0,1,1,1,0,4,3,0,1,4564.61279296875,135062.73182158204,423,70.9283447265625,2748,Single,2,16,2107,20016.5,0.129999995231628,4320,264,214991.5,0,2002,23,3.5,535.808349609375,259.860015869141,0,1,40000,0,0,1,2001,50,tank,151.7500028014183
13956,0,none,none,none,1,boiler,programmable,combo,1,0,0,2,3,1994,1914,0,0,1,0,2,3,1,0,2,4,0,68,58,8,97.5199966430664,1,5,1,0,1,NA,NA,4,5,1,3,4803.79541015625,88755.23506453862,73,78.6633758544922,2203,Single,2,25,3254,26032,0.140000000596046,4320,264,214991.5,0,2011,24,NA,835.433349609375,431.799987792969,0,1,0,0,0,1,NA,NA,tank,222.64999550580978
13970,0,none,none,none,1,faf,programmable,ducted,1,0,0,2,3,1999,1928,0,0,1,0,1,2,0,0,4,2,0,68,55,8.5,48.0439987182617,1,2,0,1,1,1,0,4,0,0,1,6871.95947265625,106144.96220354055,186,110.040008544922,2666,Single,2.5,22,2466,20961,0.150000005960464,4320,264,214991.5,0,2002,22,1.75,1259.13403320313,829.600036621094,0,1,36000,0,0,1,1997,50,tank,271.4499960541725
13974,0,none,none,none,1,faf,programmable,ducted,1,0,0,2,3,2008,1963,0,0,1,0,2,5,1,0,5,5,1,70,72,8.5,59.5,1,1,1,0,1,1,1,5,2,2,1,12539.0048828125,113045.48543579102,538,79.487174987793,2338,Single,1,10,1240,10540,0.170000001788139,5208,79,210390.140625,0,2004.5,14.5,6,427.517181396484,191.080001831055,0,1,36000,0,0,0,2002,50,tank,97.45000141859055
13975,0,none,none,none,1,faf,programmable,ducted,0,1,0,3,3,2007,2002,0,0,1,0,1,7,1,0,11,20,0,68,55,8,60.7500038146973,1,2,1,0,1,1,0,0,3,0,1,8433.109375,49433.058773245226,400,43.5472526550293,4017,Single,2,14,1578,12624,0.119999997317791,5421,10,679039.5,0,2004.5,19,4,311.857238769531,118.959999084473,0,1,40000,0,0,0,2002,50,tank,88.60000193119049
14000,0,none,none,none,1,faf,programmable,ducted,1,0,0,2,3,1992,1907,0,1,1,0,1,1,0,0,2,3,0,66,62,7.5,75.6499938964844,1,1,1,0,1,1,0,4,2,0,1,7196.478515625,71342.5641916504,100,62.6400032043457,3369,Single,2,17,2268,17010,0.119999997317791,4320,264,214991.5,0,2001,19,2.75,636.340026855469,351.850006103516,1,0,0,4.5,0,1,1998,50,tank,146.20000076293945
14015,0,none,none,none,1,faf,programmable,ducted,0,1,0,3,4,2003,2003,0,0,1,0,1,2,0,0,4,3,1,68,60,8.5,58.9749984741211,1,7,1,0,1,1,0,5,8,0,2,5801.6220703125,79972.42254915777,771,74.1148986816406,1444,Single,2,20,2969,25236.5,0.170000001788139,4500,230,679039.5,0,2007.5,18.5,2.5,525.689880371094,195,0,1,40000,0,0,0,2003,50,tank,197.60000112652767
14073,0,none,none,none,1,faf,programmable,ducted,1,0,0,3,3,2008,1979,1,0,1,0,1,3,1,0,7,7,1,66,60,10,123.160003662109,1,8,1,0,1,1,0,6,12,2,2,11487.775390625,84477.63826980589,830,91.4400024414063,3476,Single,2,22,2936,29360,0.150000005960464,5208,79,210390.140625,0,2010,29,9,965.580017089844,403.029998779297,0,1,40000,0,0,1,2005,50,tank,307.750001847744
14102,0,none,none,none,1,faf,programmable,ducted,0,0,0,3,3,2005,2005,0,0,1,0,0,2,0,1,12,5,1,68,60,10,98.1349945068359,1,4,0,1,1,0,1,2,8,0,5,12811.1083984375,111788.41290107422,615,60.795970916748,NA,Single,1.5,18,2722,27220,0.150000005960464,5288,123,679039.5,0,2005,31,8.25,484.170989990234,139.389999389648,0,1,40000,0,0,0,2004,50,tank,185.8499950766563
14150,0,none,none,none,1,faf,thermostat,ducted,0,0,0,1,2,2008,1950,0,1,1,0,0,1,0,1,0,1,1,70,60,8,19.9599990844727,1,NA,1,0,1,1,0,1,0,0,1,6046.82568359375,52707.370630126956,690,112.79606628418,1920,Single,1,8,998,7984,0.209999993443489,4533,313,513022.625,0,1995.6666666666667,15,2,358.076080322266,114.92000579834,1,0,0,4.5,0,0,1992,52,tank,110.40000110864639
14153,0,none,none,none,1,faf,programmable,ducted,0,0,0,2,3,2009,1975,0,0,1,0,2,4,1,0,6,5,0,66,58,8,74.7099990844727,1,1,1,0,1,1,0,0,2,0,0,7839.212890625,35111.744836691294,120,102.804656982422,2228,Single,2,11,1519,12152,0.159999996423721,4415,374,513022.625,0,2004,22,4,482.754669189453,181.84001159668,1,0,0,4.5,0,0,2005,50,tank,90.89999759197234
14174,1,duelfuelhp,programmable,ducted,0,none,none,none,0,1,1,3,3,2003,1968,0,0,1,0,1,6,1,0,7,6,1,71,71,8,26.519998550415,1,4,1,0,1,1,0,4,7,2,4,16569.75,53866.98721433714,79,195.860015869141,3281,Single,1.5,15,2054,16432,0.170000001788139,4744,283,513022.625,0,2001,20,4,718.210021972656,290.47998046875,0,1,40000,0,0,0,1992,50,tank,205.35000091791176
14181,0,none,none,none,1,faf,programmable,ducted,1,0,0,1,2,2006,1925,0,0,1,0,2,3,1,0,2,5,0,68,64,7.75,71.3099975585938,1,1,1,0,1,1,0,3,3,0,1,5698.77880859375,29703.702340686086,73,63.7200012207031,1370,Single,1.5,12,2052,15903,0.100000001490116,4320,264,214991.5,0,2010,22,3.5,880.799987792969,667.719970703125,1,0,0,4,0,1,2008,50,tank,78.04999798536299
14211,0,none,none,none,1,faf,programmable,ducted,1,0,0,2,3,2000,1931,0,0,1,0,1,2,0,0,2,4,0,68,62,8.5,34.1100006103516,1,12,1,0,1,1,0,4,1,0,1,9510.076171875,64754.283210192916,645,69.120002746582,2686,Single,1.5,24,2669,22686.5,0.0799999982118607,4320,264,214991.5,0,1997,20.5,3.5,1154.26000976563,923.080017089844,1,0,0,3.799999952,0,1,1997,50,tank,127.95000118017197
14222,0,none,none,none,1,faf,thermostat,ducted,1,0,0,3,3,1964,1964,0,0,1,0,0,1,0,0,2,3,0,63,NA,8,40.75,1,2,1,0,1,1,0,0,2,0,2,5295.09033203125,29724.089312738062,499,137.279998779297,2007,Single,1.5,17,2520,20160,0.109999999403954,4320,264,214991.5,0,1981,19,4.5,648.280029296875,341,1,0,0,4,0,0,1994,65,tank,129.2500028014183
14264,0,none,none,none,1,faf,thermostat,ducted,0,0,1,3,3,1968,1968,0,0,1,0,0,2,0,1,1,1,0,68,50,8,143,1,1,1,0,1,1,0,1,4,0,2,6313.111328125,76514.1733405701,400,103.949996948242,3787,Single,1.5,15,1960,15680,0.150000005960464,4500,230,679039.5,0,2001,19,3.5,703.320007324219,312.769989013672,0,1,36000,0,0,1,1999,40,tank,143.60000216960907
14273,0,none,none,none,1,faf,programmable,ducted,0,0,0,3,4,2006,1997,0,0,1,0,2,6,1,1,0,3,0,70,70,8.75,27.1949996948242,1,11,1,0,1,1,0,1,4,1,1,6429.18408203125,61563.16374584961,28,67.4850006103516,2230,Multiplex,2,16,1894,16572.5,0.170000001788139,4500,230,679039.5,0,2009,21,6,385.97998046875,129.049987792969,0,1,35500,0,0,0,2007,40,tank,162.25000351667404
14277,0,none,none,none,1,faf,programmable,ducted,1,0,0,3,3,2006,1987,0,1,1,0,1,4,1,0,1,4,0,68,64,10,51.8899993896484,1,2,1,0,1,1,0,0,3,1,1,7129.33447265625,76371.31808684082,280,47.6827087402344,2227,Single,2,16,1751,17510,0.140000000596046,4320,264,679039.5,0,2000.5,14,4,450.28271484375,191.260009765625,0,1,65000,0,0,0,2005,50,tank,159.45000034570694
14284,0,none,none,none,1,faf,programmable,ducted,0,0,0,4,5,1975,1928,0,0,1,0,2,5,1,1,4,5,0,68,62,7.75,20.4599990844727,1,2,1,0,1,1,0,4,12,0,1,8388.7041015625,68382.91405111697,21,69.120002746582,2943,Single,2,24,3063,23738.25,0.140000000596046,4320,264,214991.5,0,1992,19,4.5,927.719970703125,514.190002441406,1,0,0,4.5,0,1,2007,50,tank,323.9499959349632
14285,1,faf,thermostat,ducted,0,none,none,none,1,0,0,1,3,1982,1921,1,0,1,0,0,2,0,1,0,4,0,70,50,8,105.679992675781,1,18,1,0,0,1,0,7,6,0,1,23073.521484375,NA,40,86.65625,3406,Single,1.5,17,2356,18848,0.119999997317791,4320,264,214991.5,0,2008,18,1.75,717.646240234375,308.709991455078,1,0,0,4.5,0,1,2001,50,tank,216.5999972820282
14300,1,baseboard,thermostat,zonal,0,none,none,none,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,4,2,0,2,NA,NA,NA,NA,1546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.99999976158142
14329,0,none,none,none,1,faf,programmable,ducted,0,0,0,3,3,1998,1968,1,0,1,0,0,2,0,1,1,3,1,68,62,8,39.0599975585938,1,1,1,1,1,1,0,2,2,0,1,12533.57421875,43035.552498233075,1070,51.8430023193359,2195,Single,1,14,1953,15624,0.150000005960464,4744,283,513022.625,0,2003.5,22.5,2,408.263000488281,172.760009765625,1,0,0,4.5,0,0,2011,50,tank,134.20000290870667
